id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
4,1,4,1,1613629.811909275,7185129.4746115655,False,False,False
5,1,5,2,1609220.6285306923,7150544.040494014,True,True,False
6,1,6,3,1610834.4972869689,7099869.713271783,False,True,False
7,1,7,4,1612429.542270925,7049738.7296030205,True,True,False
8,1,8,5,1608058.0546980998,6995095.830194076,True,True,False
9,1,9,6,1598894.3489730568,6951163.42533602,True,True,False
10,1,10,7,1616052.3193434454,6922821.862415689,False,False,False
24,2,3,8,1685794.8168015357,7221851.288637464,False,False,False
25,2,4,9,1661541.4573180913,7192761.172279422,False,False,False
26,2,5,10,1655977.0390752659,7146566.557459212,True,True,False
27,2,6,11,1652538.3770594394,7095958.650291314,True,True,False
28,2,7,12,1649152.1005641266,7045669.608202092,True,True,False
29,2,8,13,1645817.0590038076,6995694.092399738,True,False,False
30,2,9,14,1642532.1355848764,6946026.877661402,True,True,False
31,2,10,15,1642088.4985722136,6896556.903723733,True,True,False
32,2,11,16,1642721.1824514505,6851062.265105926,True,True,False
33,2,12,17,1645885.86128961,6797627.357094426,True,True,False
34,2,13,18,1642967.1629699916,6751583.215140807,True,True,False
35,2,14,19,1648692.1794324515,6720450.475680686,True,False,False
45,3,3,20,1720587.7104308086,7227123.837404095,False,False,False
46,3,4,21,1710438.3257470706,7193865.5173600055,True,True,False
47,3,5,22,1706623.1231549424,7142982.986783586,True,True,False
48,3,6,23,1702866.3887409838,7092423.653809392,True,True,False
49,3,7,24,1699166.8302256651,7042182.095810724,True,True,False
50,3,8,25,1695523.1934937716,6992253.005941334,True,True,False
51,3,9,26,1691934.261202602,6942631.189759598,True,True,False
52,3,10,27,1688398.8514505771,6893311.561971853,True,True,False
53,3,11,28,1684915.816503227,6844289.143289997,True,True,False
54,3,12,29,1681484.0415737021,6795559.057398548,True,True,False
55,3,13,30,1678102.4436551095,6747116.528026588,True,True,False
