id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE,start,end,cost
"4","1","4","1","0","0","0","4615076.83519, 3450484.06419","4881468.96594, 3489468.32857",307087.487824282
"5","1","5","2","1","1","0","4613759.2249, 3430029.00706","4881468.96594, 3489468.32857",319386.42582955
"6","1","6","3","0","1","0","4616582.42126, 3400191.10517","4881468.96594, 3489468.32857",370505.180957348
"7","1","7","4","1","1","0","4619393.14256, 3370485.05023","4881468.96594, 3489468.32857",349534.181285754
"8","1","8","5","1","1","0","4618806.39985, 3337665.41541","4881468.96594, 3489468.32857",354264.400128454
"9","1","9","6","1","1","0","4614900.83696, 3310909.50422","4881468.96594, 3489468.32857",380447.849205777
"10","1","10","7","0","0","0","4626340.24837, 3294423.90534","4881468.96594, 3489468.32857",365344.392875029
"24","2","3","8","0","0","0","4655854.5672, 3474747.58861","4881468.96594, 3489468.32857",247206.850573932
"25","2","4","9","0","0","0","4642874.27446, 3456781.56082","4881468.96594, 3489468.32857",274193.545898514
"26","2","5","10","1","1","0","4641468.96594, 3429468.32857","4881468.96594, 3489468.32857",294044.055528819
"27","2","6","11","1","1","0","4641468.96594, 3399468.32857","4881468.96594, 3489468.32857",307788.893899675
"28","2","7","12","1","1","0","4641468.96594, 3369468.32857","4881468.96594, 3489468.32857",321362.700414915
"29","2","8","13","1","0","0","4641468.96594, 3339468.32857","4881468.96594, 3489468.32857",332155.260330635
"30","2","9","14","1","1","0","4641468.96594, 3309468.32857","4881468.96594, 3489468.32857",343811.583019465
"31","2","10","15","1","1","0","4643171.27135, 3279514.8231","4881468.96594, 3489468.32857",355036.970542397
"32","2","11","16","1","1","0","4645376.17118, 3251847.17573","4881468.96594, 3489468.32857",379386.862457318
"33","2","12","17","1","1","0","4649469.27817, 3219249.52893","4881468.96594, 3489468.32857",407415.122855497
"34","2","13","18","1","1","0","4649527.67752, 3190759.77084","4881468.96594, 3489468.32857",441792.430121128
"35","2","14","19","1","0","0","4654343.11169, 3171718.95396","4881468.96594, 3489468.32857",463408.710503
"45","3","3","20","0","0","0","4675921.8025, 3479308.12601","4881468.96594, 3489468.32857",229078.966214905
"46","3","4","21","1","1","0","4671468.96594, 3459468.32857","4881468.96594, 3489468.32857",242510.900916995
"47","3","5","22","1","1","0","4671468.96594, 3429468.32857","4881468.96594, 3489468.32857",257941.049584204
"48","3","6","23","1","1","0","4671468.96594, 3399468.32857","4881468.96594, 3489468.32857",277593.380006593
"49","3","7","24","1","1","0","4671468.96594, 3369468.32857","4881468.96594, 3489468.32857",288329.658409683
"50","3","8","25","1","1","0","4671468.96594, 3339468.32857","4881468.96594, 3489468.32857",297813.379201603
"51","3","9","26","1","1","0","4671468.96594, 3309468.32857","4881468.96594, 3489468.32857",313891.354446996
"52","3","10","27","1","1","0","4671468.96594, 3279468.32857","4881468.96594, 3489468.32857",333936.184732172
"53","3","11","28","1","1","0","4671468.96594, 3249468.32857","4881468.96594, 3489468.32857",376704.139195514
"54","3","12","29","1","1","0","4671468.96594, 3219468.32857","4881468.96594, 3489468.32857",403093.408975142
"55","3","13","30","1","1","0","4671468.96594, 3189468.32857","4881468.96594, 3489468.32857",437567.162972551
"56","3","14","31","1","1","0","4673725.02734, 3161002.08476","4881468.96594, 3489468.32857",457334.343114256
"57","3","15","32","1","1","0","4677255.86964, 3129620.10479","4881468.96594, 3489468.32857",494701.400076956
"58","3","16","33","1","1","0","4677903.77278, 3103145.35789","4881468.96594, 3489468.32857",518278.596902586
"66","4","3","34","0","0","0","4703070.05225, 3485477.91504","4881468.96594, 3489468.32857",202083.366349944
"67","4","4","35","1","1","0","4701468.96594, 3459468.32857","4881468.96594, 3489468.32857",219117.326063041
"68","4","5","36","1","1","0","4701468.96594, 3429468.32857","4881468.96594, 3489468.32857",237825.054125873
"69","4","6","37","1","1","0","4701468.96594, 3399468.32857","4881468.96594, 3489468.32857",248102.957823035
"70","4","7","38","1","1","0","4701468.96594, 3369468.32857","4881468.96594, 3489468.32857",254566.461626895
"71","4","8","39","1","1","0","4701468.96594, 3339468.32857","4881468.96594, 3489468.32857",269153.048987126
"72","4","9","40","1","1","0","4701468.96594, 3309468.32857","4881468.96594, 3489468.32857",289741.159730643
"73","4","10","41","1","1","0","4701468.96594, 3279468.32857","4881468.96594, 3489468.32857",325616.496696456
"74","4","11","42","1","1","0","4701468.96594, 3249468.32857","4881468.96594, 3489468.32857",352093.35436255
"75","4","12","43","1","1","0","4701468.96594, 3219468.32857","4881468.96594, 3489468.32857",387856.884212138
"76","4","13","44","1","1","0","4701468.96594, 3189468.32857","4881468.96594, 3489468.32857",414766.120402192
"77","4","14","45","1","1","0","4701468.96594, 3159468.32857","4881468.96594, 3489468.32857",451948.750993103
"78","4","15","46","1","1","0","4701468.96594, 3129468.32857","4881468.96594, 3489468.32857",482109.534623391
"79","4","16","47","1","1","0","4701894.44639, 3101276.74187","4881468.96594, 3489468.32857",517935.258831741
"86","5","2","48","0","0","0","4737855.52184, 3508383.36055","4881468.96594, 3489468.32857",171442.584485485
"87","5","3","49","1","1","0","4731528.70701, 3489405.26843","4881468.96594, 3489468.32857",176647.4344676
