id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE,start,end,cost
"3","1","3","1","0","0","0","4628187.42321, 3460959.87418","4893481.05923, 3506594.4386",350506.357283539
"4","1","4","2","1","1","0","4616530.24654, 3440663.73573","4893481.05923, 3506594.4386",370433.455435622
"5","1","5","3","0","1","0","4618371.02503, 3407709.7359","4893481.05923, 3506594.4386",428044.2303588
"6","1","6","4","1","1","0","4621658.73793, 3372962.43443","4893481.05923, 3506594.4386",396429.921410303
"7","1","7","5","1","1","0","4620839.47571, 3335184.4205","4893481.05923, 3506594.4386",411473.927877817
"8","1","8","6","1","1","0","4617797.32424, 3307867.90601","4893481.05923, 3506594.4386",427875.633208496
"9","1","9","7","1","1","0","4630720.30211, 3268011.86064","4893481.05923, 3506594.4386",429400.246759731
"21","2","3","8","0","0","0","4652702.17938, 3466531.16792","4893481.05923, 3506594.4386",329630.697608105
"22","2","4","9","1","1","0","4648968.96594, 3441968.32857","4893481.05923, 3506594.4386",336291.05744029
"23","2","5","10","1","1","0","4648968.96594, 3406968.32857","4893481.05923, 3506594.4386",353947.021381139
"24","2","6","11","1","1","0","4648968.96594, 3371968.32857","4893481.05923, 3506594.4386",365264.43097179
"25","2","7","12","1","0","0","4648968.96594, 3336968.32857","4893481.05923, 3506594.4386",388003.466736726
"26","2","8","13","1","1","0","4648968.96594, 3301968.32857","4893481.05923, 3506594.4386",389841.999379563
"27","2","9","14","1","1","0","4649003.05399, 3267003.31205","4893481.05923, 3506594.4386",415076.488394918
"28","2","10","15","1","1","0","4654329.61191, 3232236.79719","4893481.05923, 3506594.4386",446009.615118332
"29","2","11","16","1","1","0","4654245.9746, 3197115.94981","4893481.05923, 3506594.4386",485692.928666887
"30","2","12","17","1","0","0","4659721.08878, 3170741.27584","4893481.05923, 3506594.4386",519478.281510578
"38","3","2","18","0","0","0","4700521.87029, 3494898.80791","4893481.05923, 3506594.4386",263466.585836623
"39","3","3","19","1","1","0","4685578.72742, 3473970.35432","4893481.05923, 3506594.4386",284290.678635764
"40","3","4","20","1","1","0","4683968.96594, 3441968.32857","4893481.05923, 3506594.4386",301460.986649134
"41","3","5","21","1","1","0","4683968.96594, 3406968.32857","4893481.05923, 3506594.4386",319559.866658727
"42","3","6","22","1","1","0","4683968.96594, 3371968.32857","4893481.05923, 3506594.4386",343541.241126764
"43","3","7","23","1","1","0","4683968.96594, 3336968.32857","4893481.05923, 3506594.4386",349099.198212179
"44","3","8","24","1","1","0","4683968.96594, 3301968.32857","4893481.05923, 3506594.4386",363076.249269323
"45","3","9","25","1","1","0","4683968.96594, 3266968.32857","4893481.05923, 3506594.4386",400205.354135443
"46","3","10","26","1","1","0","4683968.96594, 3231968.32857","4893481.05923, 3506594.4386",430609.842368709
"47","3","11","27","1","1","0","4683968.96594, 3196968.32857","4893481.05923, 3506594.4386",474418.636425817
"48","3","12","28","1","1","0","4684070.21046, 3162048.81972","4893481.05923, 3506594.4386",503370.645558971
