id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
3,1,3,1,False,False,False
4,1,4,2,True,True,False
5,1,5,3,False,True,False
6,1,6,4,True,True,False
7,1,7,5,True,True,False
8,1,8,6,True,True,False
9,1,9,7,True,True,False
21,2,3,8,False,False,False
22,2,4,9,True,True,False
23,2,5,10,True,True,False
24,2,6,11,True,True,False
25,2,7,12,True,False,False
26,2,8,13,True,True,False
27,2,9,14,True,True,False
28,2,10,15,True,True,False
29,2,11,16,True,True,False
30,2,12,17,True,False,False
38,3,2,18,False,False,False
39,3,3,19,True,True,False
40,3,4,20,True,True,False
41,3,5,21,True,True,False
42,3,6,22,True,True,False
43,3,7,23,True,True,False
44,3,8,24,True,True,False
45,3,9,25,True,True,False
46,3,10,26,True,True,False
47,3,11,27,True,True,False
48,3,12,28,True,True,False
49,3,13,29,True,True,False
50,3,14,30,True,True,False
56,4,2,31,True,True,False
57,4,3,32,True,True,False
58,4,4,33,True,True,False
59,4,5,34,True,True,False
60,4,6,35,True,True,False
61,4,7,36,True,True,False
62,4,8,37,True,True,False
63,4,9,38,True,True,False
64,4,10,39,True,True,False
65,4,11,40,True,True,False
66,4,12,41,True,True,False
67,4,13,42,True,True,False
68,4,14,43,True,True,False
74,5,2,44,True,True,False
75,5,3,45,True,True,False
76,5,4,46,True,True,False
77,5,5,47,True,True,False
78,5,6,48,True,True,False
79,5,7,49,True,True,False
80,5,8,50,True,True,False
81,5,9,51,True,True,False
82,5,10,52,True,True,False
83,5,11,53,True,True,False
84,5,12,54,True,True,False
85,5,13,55,True,True,False
86,5,14,56,True,True,False
87,5,15,57,True,True,False
91,6,1,58,False,True,False
92,6,2,59,True,True,False
93,6,3,60,True,True,False
94,6,4,61,True,True,False
95,6,5,62,True,True,False
96,6,6,63,True,True,False
97,6,7,64,True,True,False
98,6,8,65,True,True,False
99,6,9,66,True,True,False
100,6,10,67,True,True,False
101,6,11,68,True,True,False
102,6,12,69,True,True,False
103,6,13,70,True,True,False
104,6,14,71,True,True,False
105,6,15,72,True,True,False
106,6,16,73,True,True,False
109,7,1,74,False,True,False
110,7,2,75,True,True,False
111,7,3,76,True,True,False
112,7,4,77,True,True,False
113,7,5,78,True,True,False
114,7,6,79,True,True,False
115,7,7,80,True,True,False
116,7,8,81,True,True,False
117,7,9,82,True,True,False
118,7,10,83,True,True,False
119,7,11,84,True,True,False
120,7,12,85,True,True,False
121,7,13,86,True,True,False
122,7,14,87,True,True,False
123,7,15,88,True,True,False
127,8,1,89,True,True,False
128,8,2,90,True,True,False
129,8,3,91,True,True,False
130,8,4,92,True,True,False
131,8,5,93,True,True,True
132,8,6,94,True,True,True
133,8,7,95,True,True,False
134,8,8,96,True,True,False
135,8,9,97,True,True,False
136,8,10,98,True,True,False
137,8,11,99,True,True,False
138,8,12,100,True,True,False
139,8,13,101,True,True,False
140,8,14,102,True,True,False
141,8,15,103,True,True,False
142,8,16,104,True,False,False
146,9,2,105,True,True,True
147,9,3,106,True,True,True
148,9,4,107,True,True,True
149,9,5,108,True,True,True
150,9,6,109,True,True,True
151,9,7,110,True,True,True
152,9,8,111,True,True,False
153,9,9,112,True,True,False
154,9,10,113,True,False,False
155,9,11,114,True,True,False
156,9,12,115,True,True,False
157,9,13,116,True,True,False
158,9,14,117,True,True,False
159,9,15,118,True,True,False
160,9,16,119,True,True,False
164,10,2,120,True,False,False
165,10,3,121,True,True,False
166,10,4,122,True,True,False
167,10,5,123,True,True,False
168,10,6,124,True,True,False
169,10,7,125,True,True,True
170,10,8,126,True,True,False
171,10,9,127,True,True,False
172,10,10,128,True,True,False
173,10,11,129,True,True,False
174,10,12,130,True,True,False
175,10,13,131,True,True,False
176,10,14,132,True,True,False
177,10,15,133,True,True,False
178,10,16,134,True,True,False
179,10,17,135,True,True,False
182,11,2,136,True,True,False
183,11,3,137,True,True,False
184,11,4,138,True,True,False
185,11,5,139,True,True,False
186,11,6,140,False,True,False
187,11,7,141,True,True,True
188,11,8,142,True,True,True
189,11,9,143,True,True,False
190,11,10,144,True,True,False
191,11,11,145,True,True,False
192,11,12,146,True,True,False
193,11,13,147,True,True,False
194,11,14,148,True,True,False
195,11,15,149,True,True,False
196,11,16,150,True,True,True
197,11,17,151,True,True,True
198,11,18,152,False,False,False
200,12,2,153,True,True,False
201,12,3,154,True,True,False
202,12,4,155,True,True,False
203,12,5,156,True,True,False
204,12,6,157,True,True,False
205,12,7,158,True,True,False
206,12,8,159,True,False,True
207,12,9,160,True,True,False
208,12,10,161,True,True,False
209,12,11,162,True,True,False
210,12,12,163,True,True,False
211,12,13,164,True,True,False
212,12,14,165,True,True,False
213,12,15,166,True,True,False
214,12,16,167,True,True,True
215,12,17,168,True,True,False
216,12,18,169,True,True,False
218,13,2,170,True,True,False
219,13,3,171,True,True,False
220,13,4,172,True,True,False
221,13,5,173,True,True,False
222,13,6,174,True,True,False
223,13,7,175,True,True,False
224,13,8,176,True,True,True
225,13,9,177,True,True,False
226,13,10,178,True,True,False
227,13,11,179,True,True,False
228,13,12,180,True,True,False
229,13,13,181,True,True,False
230,13,14,182,True,True,False
231,13,15,183,True,True,True
232,13,16,184,True,True,True
233,13,17,185,True,True,False
234,13,18,186,True,True,False
235,14,1,187,True,False,False
236,14,2,188,True,True,False
237,14,3,189,True,True,False
238,14,4,190,True,True,False
239,14,5,191,True,False,False
